candidate_id,title,semantic_similarity
CAND_0061265,Recommendation Systems Engineer,0.6584445238113403
CAND_0086151,Recommendation Systems Engineer,0.6449769735336304
CAND_0000031,Recommendation Systems Engineer,0.6269975900650024
CAND_0041610,Recommendation Systems Engineer,0.6227681636810303
CAND_0018549,Recommendation Systems Engineer,0.6213855743408203
CAND_0026532,Recommendation Systems Engineer,0.6111003160476685
CAND_0031593,Search Engineer,0.6064841747283936
CAND_0014440,Recommendation Systems Engineer,0.6052803993225098
CAND_0049896,Search Engineer,0.6037444472312927
CAND_0012957,Search Engineer,0.6017918586730957
CAND_0011162,Recommendation Systems Engineer,0.5998971462249756
CAND_0041669,Recommendation Systems Engineer,0.5997612476348877
CAND_0036184,Recommendation Systems Engineer,0.5996564030647278
CAND_0044222,AI Engineer,0.5989053845405579
CAND_0055992,AI Engineer,0.5981324315071106
CAND_0099806,AI Engineer,0.5974287986755371
CAND_0024620,AI Engineer,0.5967555046081543
CAND_0003977,Recommendation Systems Engineer,0.5951128602027893
CAND_0065195,Search Engineer,0.594092607498169
CAND_0013536,Applied ML Engineer,0.5922714471817017
CAND_0076251,Search Engineer,0.591180145740509
CAND_0024466,Search Engineer,0.589611828327179
CAND_0061339,Search Engineer,0.5882903933525085
CAND_0044883,AI Engineer,0.5828826427459717
CAND_0049538,Applied ML Engineer,0.5807651281356812
CAND_0064904,AI Engineer,0.579459011554718
CAND_0009024,Search Engineer,0.5775867700576782
CAND_0020350,AI Engineer,0.5741708278656006
CAND_0037000,Search Engineer,0.5733242630958557
CAND_0018722,Recommendation Systems Engineer,0.5731858611106873
CAND_0030827,Senior Data Scientist,0.5710956454277039
CAND_0087364,Recommendation Systems Engineer,0.5685879588127136
CAND_0062247,AI Engineer,0.567560613155365
CAND_0052328,Recommendation Systems Engineer,0.5657618045806885
CAND_0081686,Search Engineer,0.5647011995315552
CAND_0051615,Search Engineer,0.5639533996582031
CAND_0053695,Recommendation Systems Engineer,0.562968909740448
CAND_0060054,AI Engineer,0.5628443360328674
CAND_0079387,AI Engineer,0.5608643889427185
CAND_0071974,Senior AI Engineer,0.5586458444595337
CAND_0075249,Applied ML Engineer,0.5585232973098755
CAND_0019480,NLP Engineer,0.5582841038703918
CAND_0039754,Senior Applied Scientist,0.5582789778709412
CAND_0057701,Recommendation Systems Engineer,0.55800861120224
CAND_0070202,Machine Learning Engineer,0.5578674674034119
CAND_0002025,Senior AI Engineer,0.5577306747436523
CAND_0074225,Machine Learning Engineer,0.5576599836349487
CAND_0042506,Search Engineer,0.5530202388763428
CAND_0007009,Recommendation Systems Engineer,0.5527386665344238
CAND_0028793,Search Engineer,0.5521716475486755
CAND_0036437,Search Engineer,0.5516247153282166
CAND_0040117,Recommendation Systems Engineer,0.5472602844238281
CAND_0030953,Search Engineer,0.5465807914733887
CAND_0039838,Recommendation Systems Engineer,0.5464302897453308
CAND_0079284,Machine Learning Engineer,0.5462502241134644
CAND_0046064,Senior NLP Engineer,0.5462367534637451
CAND_0051004,Senior Data Scientist,0.5460078120231628
CAND_0081852,Senior Data Scientist,0.5454713702201843
CAND_0078492,Recommendation Systems Engineer,0.5425882339477539
CAND_0041568,Search Engineer,0.540550947189331
CAND_0006567,Senior AI Engineer,0.5388506650924683
CAND_0084819,Search Engineer,0.5360850095748901
CAND_0076831,Search Engineer,0.5350149273872375
CAND_0007460,AI Engineer,0.5346412658691406
CAND_0066999,Recommendation Systems Engineer,0.5335353016853333
CAND_0047721,Senior Data Scientist,0.5324060916900635
CAND_0022812,Applied ML Engineer,0.5323193669319153
CAND_0071115,Recommendation Systems Engineer,0.5317988395690918
CAND_0045250,Applied ML Engineer,0.5309749841690063
CAND_0041611,Staff Machine Learning Engineer,0.5309102535247803
CAND_0018499,Senior Machine Learning Engineer,0.530611515045166
CAND_0068811,Applied ML Engineer,0.5303623676300049
CAND_0015578,AI Engineer,0.5295441150665283
CAND_0091909,Machine Learning Engineer,0.5293134450912476
CAND_0083307,Search Engineer,0.5267559885978699
CAND_0017960,Recommendation Systems Engineer,0.5266445875167847
CAND_0011687,Senior NLP Engineer,0.5263242721557617
CAND_0065878,Senior Data Scientist,0.5260754823684692
CAND_0054394,Recommendation Systems Engineer,0.5258589386940002
CAND_0037424,AI Research Engineer,0.5253872871398926
CAND_0046525,Senior Machine Learning Engineer,0.5252633690834045
CAND_0088025,Staff Machine Learning Engineer,0.5250728726387024
CAND_0055905,Senior Machine Learning Engineer,0.5250034332275391
CAND_0093331,NLP Engineer,0.5229462385177612
CAND_0077337,Staff Machine Learning Engineer,0.5226974487304688
CAND_0093912,Senior Data Scientist,0.5225873589515686
CAND_0051292,Applied ML Engineer,0.5224863290786743
CAND_0069905,Applied ML Engineer,0.5221162438392639
CAND_0010770,Recommendation Systems Engineer,0.5219711661338806
CAND_0086022,Senior Applied Scientist,0.5213474631309509
CAND_0075439,Machine Learning Engineer,0.520841658115387
CAND_0006557,NLP Engineer,0.5200676918029785
CAND_0030348,Machine Learning Engineer,0.5186838507652283
CAND_0070485,Search Engineer,0.5184096097946167
CAND_0091890,AI Research Engineer,0.5183857679367065
CAND_0092245,Senior Data Scientist,0.5182623863220215
CAND_0030031,AI Engineer,0.5179638862609863
CAND_0089546,Machine Learning Engineer,0.5176786780357361
CAND_0020708,Search Engineer,0.5171247124671936
CAND_0093547,Senior Machine Learning Engineer,0.5163211822509766
CAND_0043228,Applied ML Engineer,0.5158398151397705
CAND_0064326,Search Engineer,0.514281153678894
CAND_0010257,Senior Data Scientist,0.5140469074249268
CAND_0096172,NLP Engineer,0.5139058828353882
CAND_0077285,Recommendation Systems Engineer,0.5138433575630188
CAND_0098454,AI Specialist,0.5133910179138184
CAND_0005260,Senior NLP Engineer,0.5124961137771606
CAND_0044890,AI Research Engineer,0.5119184255599976
CAND_0091534,AI Engineer,0.5115960836410522
CAND_0037944,Senior Data Scientist,0.5112109184265137
CAND_0033861,Senior NLP Engineer,0.5107760429382324
CAND_0008239,AI Engineer,0.5102543830871582
CAND_0064270,Applied ML Engineer,0.5101011991500854
CAND_0039383,Applied ML Engineer,0.5097001791000366
CAND_0095528,Senior Data Scientist,0.509460985660553
CAND_0037566,Machine Learning Engineer,0.5080264210700989
CAND_0005649,Senior Data Scientist,0.5076289176940918
CAND_0092278,Senior NLP Engineer,0.5070807337760925
CAND_0005538,Senior AI Engineer,0.5067248344421387
CAND_0060257,AI Specialist,0.5061970949172974
CAND_0037980,Senior Applied Scientist,0.506105363368988
CAND_0066376,Applied ML Engineer,0.505952000617981
CAND_0061655,Machine Learning Engineer,0.505746603012085
CAND_0050454,AI Engineer,0.505730926990509
CAND_0094759,Lead AI Engineer,0.5055251121520996
CAND_0033303,AI Specialist,0.5044686794281006
CAND_0000165,AI Specialist,0.5035641193389893
CAND_0076904,Senior Data Scientist,0.5024356842041016
CAND_0042029,Senior Data Scientist,0.5004028677940369
CAND_0074735,Applied ML Engineer,0.5002782344818115
CAND_0029294,AI Research Engineer,0.4991863965988159
CAND_0060072,Staff Machine Learning Engineer,0.4988486170768738
CAND_0094728,AI Specialist,0.49869459867477417
CAND_0081846,Lead AI Engineer,0.49806874990463257
CAND_0050876,Applied ML Engineer,0.49764132499694824
CAND_0043381,AI Research Engineer,0.4972895383834839
CAND_0006418,Machine Learning Engineer,0.4969925880432129
CAND_0053591,AI Engineer,0.49693965911865234
CAND_0044855,Senior Data Scientist,0.4967772364616394
CAND_0094056,NLP Engineer,0.49640923738479614
CAND_0079064,Senior Data Scientist,0.4951891601085663
CAND_0056881,Machine Learning Engineer,0.49505990743637085
CAND_0053823,Junior ML Engineer,0.49418795108795166
CAND_0023076,AI Research Engineer,0.4937743842601776
CAND_0011432,Senior Data Scientist,0.4934955835342407
CAND_0089552,Machine Learning Engineer,0.492838591337204
CAND_0006538,AI Specialist,0.4926797151565552
CAND_0015528,Applied ML Engineer,0.492419958114624
CAND_0099401,NLP Engineer,0.49098333716392517
CAND_0063585,AI Research Engineer,0.49076104164123535
CAND_0057563,NLP Engineer,0.4897555708885193
CAND_0093193,Senior Machine Learning Engineer,0.48946571350097656
CAND_0006581,AI Specialist,0.4890141487121582
CAND_0036863,Senior Data Scientist,0.48863649368286133
CAND_0098780,AI Research Engineer,0.4886317253112793
CAND_0058688,AI Engineer,0.4882843494415283
CAND_0010283,AI Specialist,0.4882175028324127
CAND_0039521,Search Engineer,0.4876501262187958
CAND_0043450,AI Research Engineer,0.4871158003807068
CAND_0034400,ML Engineer,0.48627862334251404
CAND_0011125,Junior ML Engineer,0.48616117238998413
CAND_0068351,Lead AI Engineer,0.4842635691165924
CAND_0087804,AI Specialist,0.4836091697216034
CAND_0073620,AI Research Engineer,0.483603298664093
CAND_0027691,NLP Engineer,0.48301124572753906
CAND_0024878,AI Specialist,0.48274466395378113
CAND_0040820,Senior Software Engineer (ML),0.4820976257324219
CAND_0036484,AI Research Engineer,0.4820414185523987
CAND_0009691,Applied ML Engineer,0.4817938506603241
CAND_0004972,ML Engineer,0.4815465211868286
CAND_0076587,AI Specialist,0.4813256561756134
CAND_0079176,AI Specialist,0.4810176491737366
CAND_0035879,AI Research Engineer,0.48078685998916626
CAND_0038656,ML Engineer,0.4802386164665222
CAND_0002793,AI Specialist,0.47978341579437256
CAND_0040178,ML Engineer,0.47962814569473267
CAND_0014858,AI Research Engineer,0.47907787561416626
CAND_0008295,AI Research Engineer,0.4789555072784424
CAND_0058575,AI Engineer,0.47883540391921997
CAND_0083879,Machine Learning Engineer,0.47831106185913086
CAND_0061795,Data Scientist,0.4775327444076538
CAND_0072660,Machine Learning Engineer,0.47676366567611694
CAND_0017918,ML Engineer,0.476684033870697
CAND_0061175,AI Research Engineer,0.4761759042739868
CAND_0088335,AI Research Engineer,0.47602880001068115
CAND_0075491,AI Research Engineer,0.4752095341682434
CAND_0082314,Junior ML Engineer,0.4749562740325928
CAND_0011643,AI Research Engineer,0.47482210397720337
CAND_0095858,AI Research Engineer,0.4745281934738159
CAND_0069995,Data Scientist,0.47440528869628906
